variant,P,profile,card,d_final,d_loss_pp,loss%,base_loss%,cost,buy_day,buy_frac,d_income,d_prestige_end,d_trucksSpawned,d_trucksFull,d_delivered,d_served,d_spawned,d_quota,d_lost,d_missed,d_packed,d_phone,d_earlyEnd,d_wrongDelivery,d_drops,b_trucksSpawned,b_trucksFull,b_delivered,b_served,b_quota,b_earlyEnd
live_ev,2,zayif,overtime,52,4.7,26.0,21.3,152,4.7,0.79,80,-0.1,0.7,0.3,1.1,-0.4,-1.0,-2.2,0.4,-1.2,-0.4,-0.3,3.6,-0.4,0.1,52.4,8.4,47.3,85.0,145.7,7.4
live_ev,2,zayif,prestige_master,-58,1.0,22.3,21.3,116,9.9,0.34,28,1.5,0.0,0.1,0.2,-0.1,-0.1,-0.2,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,52.4,8.4,47.3,85.0,145.7,7.4
live_ev,2,orta,fast_hangar,-260,0.0,0.0,0.0,189,6.0,1.0,-66,-1.0,4.4,-2.4,-0.6,-1.5,0.0,0.0,1.7,-0.1,-2.0,0.6,0.0,0.1,0.0,56.6,22.6,83.2,113.3,152.9,11.9
live_ev,2,orta,overtime,-211,0.0,0.0,0.0,192,3.0,1.0,-3,-1.7,0.7,-0.3,0.3,-1.2,0.9,0.0,2.6,-1.0,-0.4,-0.4,3.0,0.2,0.0,56.6,22.6,83.2,113.3,152.9,11.9
live_ev,2,orta,prestige_master,-336,0.0,0.0,0.0,592,6.3,1.0,251,16.3,-0.2,-0.2,-1.0,-0.4,0.1,0.0,0.8,-0.1,-0.9,0.4,-0.1,-0.2,-0.2,56.6,22.6,83.2,113.3,152.9,11.9
live_ev,2,iyi,fast_hangar,-101,0.0,0.0,0.0,189,5.0,1.0,93,-0.2,3.7,-1.6,1.2,-0.1,0.1,0.0,0.1,0.0,-0.3,-0.2,0.1,0.1,0.0,60.9,35.9,110.5,130.2,152.9,14.2
live_ev,2,iyi,overtime,-280,0.0,0.0,0.0,192,2.5,1.0,-80,-1.6,0.6,0.1,-0.2,-1.3,0.6,0.0,1.8,-0.5,-0.7,-0.8,1.2,0.0,0.2,60.9,35.9,110.5,130.2,152.9,14.2
live_ev,2,iyi,prestige_master,17,0.0,0.0,0.0,588,5.0,1.0,611,20.8,-0.2,-0.1,-0.5,-0.1,0.0,0.0,0.1,0.0,-0.2,0.0,0.0,0.2,0.0,60.9,35.9,110.5,130.2,152.9,14.2
live_ev,3,zayif,fast_hangar,-23,2.0,47.3,45.3,50,12.2,0.2,-40,-0.0,0.6,-0.2,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.1,0.2,60.3,6.1,53.7,100.0,143.4,6.8
live_ev,3,zayif,overtime,20,5.0,50.3,45.3,108,5.9,0.43,-98,-0.6,-0.8,-0.1,-1.0,-1.9,-2.9,-3.4,-0.5,-0.5,-2.0,-0.4,1.6,-0.2,-0.3,60.3,6.1,53.7,100.0,143.4,6.8
live_ev,3,zayif,prestige_master,-36,0.0,45.3,45.3,49,13.5,0.1,7,0.3,0.0,0.0,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.1,60.3,6.1,53.7,100.0,143.4,6.8
live_ev,3,orta,fast_hangar,-564,0.0,0.0,0.0,248,6.7,1.0,-334,0.8,5.8,-3.2,-3.3,1.0,-0.2,0.0,-1.1,0.2,-2.1,-0.1,-0.1,-0.5,-0.9,63.0,20.6,102.0,129.1,161.9,14.1
live_ev,3,orta,overtime,-267,0.0,0.0,0.0,252,3.7,1.0,-9,-0.9,0.4,-0.1,0.2,-0.2,0.4,0.0,1.1,-0.4,-0.5,-1.2,1.1,0.2,0.0,63.0,20.6,102.0,129.1,161.9,14.1
live_ev,3,orta,prestige_master,-330,0.0,0.0,0.0,779,6.9,1.0,440,17.2,0.0,0.2,0.4,0.0,-0.1,0.0,0.1,0.1,0.2,0.1,0.0,-0.2,0.0,63.0,20.6,102.0,129.1,161.9,14.1
live_ev,3,iyi,fast_hangar,21,0.0,0.0,0.0,248,5.3,1.0,268,-0.2,3.9,-0.9,2.5,-0.3,0.0,0.0,0.4,0.0,0.4,0.1,-0.1,-0.1,0.0,62.1,30.6,123.4,141.8,161.9,15.4
